id,publicDate,source,coAuthorship,citationCount,refCount,Class
202300010,01/12/2023,1,2,2,62,['BUSI']
202300222,15/10/2023,1,7,4,30,"['ENGI', 'ENER', 'ENVI']"
202300026,01/12/2023,1,7,3,73,['MEDI']
202300214,01/11/2023,1,6,0,29,['AGRI']
202300019,01/12/2023,1,7,2,74,['MULT']
202300213,01/11/2023,1,5,2,57,"['CENG', 'ENER', 'CHEM']"
202300021,01/12/2023,1,10,0,,['MULT']
202300003,10/12/2023,1,2,1,77,['ENVI']
202300231,01/10/2023,1,2,0,25,['ENVI']
202300209,01/11/2023,1,4,3,34,"['BIOC', 'ENVI']"
202300236,01/10/2023,1,7,3,52,"['CHEM', 'MATE']"
202300004,10/12/2023,1,8,5,65,"['AGRI', 'ENVI']"
202300200,01/11/2023,1,4,4,29,"['MATE', 'PHYS', 'ENGI']"
202300032,01/12/2023,1,6,1,51,['MULT']
202300238,01/10/2023,1,8,0,56,['NURS']
202300035,01/12/2023,1,6,1,92,['MULT']
202300207,01/11/2023,1,5,3,31,['PHYS']
202300095,01/12/2023,1,5,2,110,['MEDI']
202300253,01/10/2023,1,2,3,78,['SOCI']
202300061,01/12/2023,1,6,1,43,"['ENVI', 'CENG', 'ENGI']"
202300298,04/09/2023,1,13,1,,['MEDI']
202300066,01/12/2023,1,8,2,62,['MULT']
202300254,01/10/2023,1,14,0,20,['MEDI']
202300092,01/12/2023,1,5,1,97,['MEDI']
202300059,01/12/2023,1,10,1,86,['MULT']
202300050,01/12/2023,1,8,1,45,['MULT']
202300262,01/10/2023,1,6,2,75,"['ENVI', 'ECON']"
202300296,10/09/2023,1,2290,3,70,['PHYS']
202300291,13/09/2023,1,22,4,65,['IMMU']
202300265,01/10/2023,1,7,0,35,"['HEAL', 'MEDI']"
202300057,01/12/2023,1,33,3,56,['MULT']
202300068,01/12/2023,1,8,1,51,['MULT']
202300239,01/10/2023,1,10,1,291,"['BIOC', 'CENG', 'ENGI', 'MATE', 'PHAR']"
202300206,01/11/2023,1,8,1,27,"['ENVI', 'CHEM', 'MEDI']"
202300034,01/12/2023,1,1,1,22,['PSYC']
202300033,01/12/2023,1,8,4,81,['MULT']
202300201,01/11/2023,1,13,2,52,"['ENVI', 'CHEM', 'MEDI']"
202300208,01/11/2023,1,6,0,29,"['PHYS', 'CHEM', 'MATE']"
202300005,05/12/2023,1,4,1,115,['PHAR']
202300237,01/10/2023,1,7,1,86,['AGRI']
202300230,01/10/2023,1,5,1,88,['PHAR']
202300002,15/12/2023,1,8,0,35,['AGRI']
202300056,01/12/2023,1,4,2,57,['MULT']
202300264,01/10/2023,1,5,0,35,"['BIOC', 'ENGI', 'CHEM']"
202300290,13/09/2023,1,8,1,64,['CHEM']
202300069,01/12/2023,1,6,2,72,['DENT']
202300297,05/09/2023,1,37,3,,['MEDI']
202300263,01/10/2023,1,3,11,211,"['ENGI', 'MATE', 'COMP']"
202300051,01/12/2023,1,11,0,41,['MEDI']
202300093,01/12/2023,1,8,2,67,['MEDI']
202300255,01/10/2023,1,9,5,62,['CHEM']
202300067,01/12/2023,1,14,0,51,['MEDI']
202300058,01/12/2023,1,7,0,34,['SOCI']
202300060,01/12/2023,1,5,0,21,['DENT']
202300252,01/10/2023,1,3,0,67,['ENER']
202300094,01/12/2023,1,6,1,47,['DENT']
202300299,01/09/2023,1,4,0,31,"['BIOC', 'PHYS']"
202300112,01/12/2023,1,4,0,18,['MEDI']
202300115,01/12/2023,1,9,3,93,['MULT']
202300123,01/12/2023,1,4,9,49,['MULT']
202300124,01/12/2023,1,5,0,63,['MULT']
202300184,01/12/2023,1,9,6,49,['MULT']
202300170,01/12/2023,1,9,0,21,['MULT']
202300177,01/12/2023,1,8,6,81,['MULT']
202300183,01/12/2023,1,7,1,40,['MULT']
202300148,01/12/2023,1,4,3,21,['MULT']
202300141,01/12/2023,1,4,1,45,['MULT']
202300146,01/12/2023,1,8,1,27,"['HEAL', 'MEDI']"
202300179,01/12/2023,1,10,3,37,['MULT']
202300125,01/12/2023,1,7,4,74,['MULT']
202300122,01/12/2023,1,7,2,64,['MULT']
202300114,01/12/2023,1,3,2,26,['DENT']
202300113,01/12/2023,1,6,4,45,['MULT']
202300147,01/12/2023,1,13,3,38,['MULT']
202300178,01/12/2023,1,8,2,31,['MULT']
202300140,01/12/2023,1,2,1,21,['MEDI']
202300182,01/12/2023,1,12,4,31,['MULT']
202300176,01/12/2023,1,7,1,68,['MULT']
202300149,01/12/2023,1,4,5,34,['DENT']
202300171,01/12/2023,1,4,0,17,"['MEDI', 'NEUR', 'NURS']"
202300185,01/12/2023,1,7,1,71,['MEDI']
202300135,01/12/2023,1,4,0,,['MULT']
202300300,01/09/2023,1,3,0,67,"['ENER', 'ENGI', 'MATH']"
202300132,01/12/2023,1,11,1,90,['MULT']
202300104,01/12/2023,1,2,3,52,['MEDI']
202300103,01/12/2023,1,5,3,44,"['VETE', 'AGRI']"
202300168,01/12/2023,1,6,2,25,['MEDI']
202300157,01/12/2023,1,9,7,118,['MULT']
202300150,01/12/2023,1,7,2,37,['MULT']
202300159,01/12/2023,1,6,2,30,"['MEDI', 'HEAL']"
202300166,01/12/2023,1,3,7,56,['MULT']
202300192,29/11/2023,1,6,1,27,['MEDI']
202300195,15/11/2023,1,2,0,15,"['MATE', 'PHYS', 'ENGI']"
202300161,01/12/2023,1,18,6,29,['MULT']
202300102,01/12/2023,1,17,0,,['MULT']
202300105,01/12/2023,1,7,0,,['MULT']
202300133,01/12/2023,1,17,4,71,['MULT']
202300134,01/12/2023,1,2,0,40,['MULT']
202300160,01/12/2023,1,4,3,54,['ENER']
202300194,15/11/2023,1,6,0,92,['AGRI']
202300158,01/12/2023,1,5,3,56,"['MEDI', 'HEAL', 'NURS']"
202300193,25/11/2023,1,8,0,87,['ENVI']
202300167,01/12/2023,1,11,1,51,['MULT']
202300151,01/12/2023,1,8,3,125,"['SOCI', 'BIOC']"
202300169,01/12/2023,1,8,9,60,['MULT']
202300156,01/12/2023,1,8,4,48,['MEDI']
202300024,01/12/2023,1,8,3,41,"['MATH', 'COMP', 'SOCI', 'DECI']"
202300216,23/10/2023,1,6,0,49,"['CHEM', 'ENVI', 'BIOC']"
202300229,01/10/2023,1,7,0,12,['ENER']
202300211,01/11/2023,1,2,0,26,"['PHYS', 'ENGI', 'CENG']"
202300023,01/12/2023,1,7,0,18,"['CHEM', 'COMP', 'MATE']"
202300227,05/10/2023,1,3,6,57,"['BIOC', 'MATE', 'CHEM', 'CENG']"
202300015,01/12/2023,1,3,0,49,['DENT']
202300218,20/10/2023,1,4,6,34,"['PHYS', 'CHEM', 'CENG']"
202300012,01/12/2023,1,5,3,23,"['CHEM', 'MATE']"
202300220,15/10/2023,1,7,6,31,"['MATE', 'PHYS', 'ENGI']"
202300079,01/12/2023,1,4,1,22,['MEDI']
202300280,01/10/2023,1,1,0,94,['BUSI']
202300274,01/10/2023,1,9,14,66,"['CENG', 'MATE', 'ENER']"
202300046,01/12/2023,1,5,3,43,['AGRI']
202300041,01/12/2023,1,4,0,53,"['CHEM', 'COMP', 'MATE']"
202300273,01/10/2023,1,5,0,41,"['CHEM', 'AGRI']"
202300287,15/09/2023,1,7,24,91,['ENGI']
202300048,01/12/2023,1,13,0,46,['MULT']
202300077,01/12/2023,1,15,0,13,['MEDI']
202300245,01/10/2023,1,5,2,24,['CHEM']
202300083,01/12/2023,1,8,0,1,['MEDI']
202300289,15/09/2023,1,3,0,31,"['PHYS', 'ENGI', 'MATE']"
202300084,01/12/2023,1,8,0,62,['MULT']
202300242,01/10/2023,1,5,0,43,"['IMMU', 'MEDI']"
202300070,01/12/2023,1,6,1,35,['DENT']
202300221,15/10/2023,1,7,7,302,"['BIOC', 'ENVI']"
202300013,01/12/2023,1,4,2,65,"['BIOC', 'AGRI', 'ENGI', 'ENER']"
202300014,01/12/2023,1,4,0,56,['MULT']
202300226,09/10/2023,1,13,2,65,"['CHEM', 'ENVI', 'BIOC']"
202300219,15/10/2023,1,5,0,13,['MEDI']
202300022,01/12/2023,1,5,2,57,['MULT']
202300210,01/11/2023,1,4,1,34,"['CHEM', 'CENG', 'PHYS']"
202300217,20/10/2023,1,8,3,39,"['CENG', 'CHEM']"
202300025,01/12/2023,1,2,2,44,['DENT']
202300228,01/10/2023,1,7,0,29,"['VETE', 'AGRI']"
202300288,15/09/2023,1,10,1,42,['AGRI']
202300071,01/12/2023,1,6,1,98,['AGRI']
202300243,01/10/2023,1,6,2,58,"['BIOC', 'ENGI', 'ENVI', 'CENG']"
202300085,01/12/2023,1,3,0,46,['DENT']
202300049,01/12/2023,1,10,0,28,['MULT']
202300082,01/12/2023,1,12,5,81,"['CHEM', 'BIOC', 'PHYS']"
202300244,01/10/2023,1,6,0,34,"['CENG', 'SOCI', 'ENER']"
202300076,01/12/2023,1,4,3,27,['DENT']
202300286,15/09/2023,1,4,2,61,"['VETE', 'AGRI']"
202300272,01/10/2023,1,9,3,90,"['CENG', 'ENER', 'CHEM']"
202300040,01/12/2023,1,10,2,30,"['BIOC', 'IMMU', 'VETE', 'MEDI']"
202300078,01/12/2023,1,5,6,79,['MULT']
202300047,01/12/2023,1,6,2,65,['MULT']
202300275,01/10/2023,1,4,1,27,"['CENG', 'MATE']"
202300281,25/09/2023,1,9,8,41,"['ENGI', 'MATE']"
202300257,01/10/2023,1,5,1,47,['MEDI']
202300065,01/12/2023,1,7,2,60,['MULT']
202300091,01/12/2023,1,7,4,65,['MULT']
202300268,01/10/2023,1,8,4,35,['AGRI']
202300096,01/12/2023,1,3,0,53,['MULT']
202300062,01/12/2023,1,3,0,51,['MULT']
202300250,01/10/2023,1,7,0,50,"['PHAR', 'COMP', 'CHEM']"
202300292,10/09/2023,1,2300,0,74,['PHYS']
202300054,01/12/2023,1,4,0,53,['MULT']
202300266,01/10/2023,1,6,0,44,"['AGRI', 'BIOC']"
202300259,01/10/2023,1,2,1,45,"['COMP', 'ENGI']"
202300261,01/10/2023,1,4,1,43,"['CENG', 'ENVI']"
202300053,01/12/2023,1,2,0,183,"['MEDI', 'AGRI', 'PHAR']"
202300295,10/09/2023,1,6,3,58,"['ENER', 'ENVI', 'BUSI', 'ENGI']"
202300098,01/12/2023,1,8,13,68,['MEDI']
202300038,01/12/2023,1,7,1,71,['MULT']
202300007,01/12/2023,1,3,2,69,['MULT']
202300235,01/10/2023,1,14,1,,"['MEDI', 'IMMU']"
202300232,01/10/2023,1,9,5,233,['MEDI']
202300000,31/12/2023,1,2,1,48,['BIOC']
202300009,01/12/2023,1,8,2,35,['AGRI']
202300204,01/11/2023,1,3,1,77,"['ENGI', 'COMP']"
202300036,01/12/2023,1,8,1,37,"['CHEM', 'ENER', 'MATE']"
202300031,01/12/2023,1,7,4,63,['MULT']
202300203,01/11/2023,1,7,0,55,"['ENVI', 'CHEM', 'MEDI']"
202300294,10/09/2023,1,2326,2,48,['PHYS']
202300052,01/12/2023,1,3,1,33,['CHEM']
202300260,01/10/2023,1,7,1,42,"['ENGI', 'CHEM', 'EART']"
202300099,01/12/2023,1,2,0,63,['MEDI']
202300267,01/10/2023,1,8,1,73,"['MATE', 'PHYS', 'ENGI']"
202300055,01/12/2023,1,8,1,49,['MULT']
202300293,10/09/2023,1,2353,2,99,['PHYS']
202300258,01/10/2023,1,5,0,28,['MEDI']
202300251,01/10/2023,1,6,1,54,['ENGI']
202300063,01/12/2023,1,5,0,46,"['BUSI', 'COMP', 'SOCI', 'ECON']"
202300097,01/12/2023,1,12,0,88,['MEDI']
202300090,01/12/2023,1,7,0,57,['MULT']
202300064,01/12/2023,1,7,2,42,['DENT']
202300256,01/10/2023,1,1,0,,"['PHYS', 'MATE']"
202300269,01/10/2023,1,13,9,43,"['CHEM', 'CENG', 'PHYS']"
202300202,01/11/2023,1,4,1,52,"['MATE', 'PHYS']"
202300030,01/12/2023,1,9,1,55,['MULT']
202300008,01/12/2023,1,5,1,46,"['ENVI', 'PHAR']"
202300037,01/12/2023,1,8,0,61,['MEDI']
202300205,01/11/2023,1,6,2,72,['ENVI']
202300001,15/12/2023,1,7,0,70,['CHEM']
202300233,01/10/2023,1,5,1,15,"['PSYC', 'MEDI']"
202300039,01/12/2023,1,10,0,57,['ENVI']
202300234,01/10/2023,1,2,0,180,"['AGRI', 'SOCI', 'ENVI']"
202300006,05/12/2023,1,6,2,31,['PHAR']
202300174,01/12/2023,1,6,3,38,['DENT']
202300180,01/12/2023,1,8,7,65,"['MEDI', 'BIOC']"
202300187,01/12/2023,1,6,5,45,['MULT']
202300173,01/12/2023,1,4,1,36,['DENT']
202300145,01/12/2023,1,4,3,45,['MULT']
202300142,01/12/2023,1,4,1,22,['MEDI']
202300189,01/12/2023,1,6,3,49,"['BUSI', 'DECI']"
202300129,01/12/2023,1,6,5,23,['MULT']
202300116,01/12/2023,1,11,0,42,['MEDI']
202300111,01/12/2023,1,7,1,30,['MULT']
202300118,01/12/2023,1,22,4,73,"['CHEM', 'BIOC', 'PHYS']"
202300127,01/12/2023,1,8,0,,['MULT']
202300120,01/12/2023,1,3,2,59,['MULT']
202300143,01/12/2023,1,7,6,64,['MULT']
202300188,01/12/2023,1,20,5,49,['MEDI']
202300144,01/12/2023,1,10,4,55,['MULT']
202300172,01/12/2023,1,7,3,63,['MEDI']
202300186,01/12/2023,1,2,4,36,['MULT']
202300181,01/12/2023,1,12,2,36,['MULT']
202300175,01/12/2023,1,5,0,26,"['HEAL', 'MEDI']"
202300121,01/12/2023,1,6,3,38,['DENT']
202300119,01/12/2023,1,5,6,33,['DENT']
202300126,01/12/2023,1,6,2,72,['MULT']
202300110,01/12/2023,1,8,3,14,['MEDI']
202300128,01/12/2023,1,8,2,74,['MULT']
202300117,01/12/2023,1,9,7,62,['MULT']
